shipment_id,product,carrier,origin,destination,ship_date,est_delivery,actual_delivery,weight_kg,cost_usd,status
SH-04669,Part-Y,UPS,Shanghai,Los Angeles,2024-08-12,2024-08-27,2024-08-28,479.5,1760.51,delivered
SH-04670,Gadget-X,DHL,Tokyo,New York,2023-05-09,2023-06-02,2023-06-04,52.2,4832.88,delivered
SH-04671,Motor-K,USPS,Berlin,Toronto,2024-08-19,2024-09-11,2024-09-11,374.1,2895.45,delivered
SH-04672,Widget-B,UPS,Berlin,Dubai,2023-06-20,2023-07-14,2023-07-17,224.5,3129.9,delivered
SH-04673,Gadget-X,UPS,Sao Paulo,Dubai,2024-08-26,2024-08-30,2024-09-06,355.0,3401.72,delivered
SH-04674,Sensor-L,UPS,London,Singapore,2024-04-24,2024-05-09,2024-05-09,262.0,4690.52,delivered
SH-04675,Widget-A,Blue Dart,Mumbai,Dubai,2023-03-14,2023-03-23,2023-04-02,306.1,4869.26,delivered
SH-04676,Assembly-Z,DHL,Tokyo,Singapore,2024-07-17,2024-07-26,2024-07-28,326.4,121.42,delivered
SH-04677,Part-Y,UPS,Tokyo,Toronto,2023-04-13,2023-05-02,2023-05-02,284.5,1034.57,delivered
SH-04678,Widget-A,UPS,Chicago,Toronto,2024-09-30,2024-10-30,2024-11-04,191.2,2556.35,delivered
SH-04679,Assembly-Z,USPS,Shanghai,Dubai,2023-01-05,2023-01-23,2023-01-23,163.2,1123.97,delivered
SH-04680,Sensor-L,FedEx,Berlin,Sydney,2023-04-18,2023-04-23,2023-04-24,414.7,2038.87,in_transit
SH-04681,Gadget-X,Blue Dart,London,Toronto,2024-04-08,2024-04-26,2024-04-26,406.5,2800.03,delayed
SH-04682,Part-Y,FedEx,Mumbai,Dubai,2024-09-13,2024-09-20,2024-09-30,485.1,4955.0,delivered
SH-04683,Widget-A,DHL,Sao Paulo,Dubai,2023-11-24,2023-12-22,2023-12-23,376.3,940.71,delivered
SH-04684,Sensor-L,FedEx,Chicago,Sydney,2024-11-26,2024-12-25,2024-12-25,244.7,2418.64,delivered
SH-04685,Assembly-Z,USPS,Chicago,Singapore,2024-08-31,2024-09-30,2024-10-05,464.4,1899.36,delivered
SH-04686,Part-Y,Maersk,Berlin,Dubai,2023-12-16,2024-01-12,2024-01-13,420.8,2390.98,delivered
SH-04687,Assembly-Z,DHL,Mumbai,Sydney,2023-09-22,2023-10-17,2023-10-17,178.5,900.82,delivered
SH-04688,Gadget-X,DHL,Mumbai,Singapore,2024-03-30,2024-04-25,2024-04-25,209.9,4220.51,delivered
SH-04689,Motor-K,FedEx,London,New York,2024-09-10,2024-10-01,2024-10-01,409.6,1583.65,delivered
SH-04690,Motor-K,FedEx,Berlin,Sydney,2024-03-19,2024-04-06,2024-04-06,214.2,3684.1,delivered
SH-04691,Widget-A,Blue Dart,Chicago,Toronto,2024-05-21,2024-05-25,2024-05-30,432.9,4949.68,delivered
SH-04692,Part-Y,FedEx,London,Dubai,2023-01-10,2023-02-01,2023-02-03,112.1,2178.08,delivered
SH-04693,Motor-K,USPS,Chicago,New York,2024-12-20,2024-12-24,2024-12-24,124.7,3133.64,delivered
SH-04694,Part-Y,USPS,Sao Paulo,Los Angeles,2023-12-19,2024-01-03,2024-01-03,122.5,3123.98,delivered
SH-04695,Valve-M,FedEx,Berlin,New York,2024-01-04,2024-01-11,2024-01-11,158.7,4404.95,delivered
SH-04696,Gadget-X,Maersk,Mumbai,Dubai,2023-12-12,2024-01-07,2024-01-08,272.2,4122.08,in_transit
SH-04697,Gadget-X,Maersk,Shanghai,Sydney,2023-07-27,2023-08-24,2023-08-24,55.5,2633.79,delivered
SH-04698,Sensor-L,USPS,Chicago,Singapore,2024-11-18,2024-12-03,2024-12-13,125.8,2098.56,delivered
SH-04699,Widget-A,UPS,Tokyo,Dubai,2023-07-04,2023-07-13,2023-07-18,172.6,4967.98,delivered
SH-04700,Gadget-X,Maersk,Sao Paulo,New York,2024-04-25,2024-05-15,2024-05-25,285.6,4341.05,delivered
SH-04701,Gadget-X,Blue Dart,Sao Paulo,London,2023-05-06,2023-06-03,2023-06-06,45.6,3974.02,delivered
SH-04702,Widget-A,Maersk,Mumbai,London,2023-06-29,2023-07-24,2023-07-24,120.7,2905.13,delivered
SH-04703,Motor-K,DHL,Berlin,New York,2023-04-08,2023-04-27,2023-04-27,421.7,3070.39,delivered
SH-04704,Widget-B,DHL,London,New York,2023-11-22,2023-12-12,2023-12-14,26.1,1172.73,delivered
SH-04705,Gadget-X,USPS,Mumbai,Sydney,2024-02-16,2024-02-26,2024-02-26,237.7,1642.02,delivered
SH-04706,Assembly-Z,Maersk,Sao Paulo,Toronto,2023-11-07,2023-12-07,2023-12-10,377.6,4756.85,delivered
SH-04707,Sensor-L,Blue Dart,Mumbai,New York,2024-01-04,2024-01-21,2024-01-21,97.8,3900.61,delivered
SH-04708,Gadget-X,USPS,Chicago,Dubai,2024-01-11,2024-01-15,2024-01-17,157.2,1471.48,delivered
SH-04709,Sensor-L,FedEx,Tokyo,Singapore,2024-10-02,2024-10-11,2024-10-11,262.2,4368.04,delivered
SH-04710,Gadget-X,DHL,Sao Paulo,Sydney,2024-07-05,2024-07-13,2024-07-13,89.0,2995.95,delivered
SH-04711,Valve-M,Blue Dart,Mumbai,Sydney,2024-10-28,2024-11-20,2024-11-20,105.1,1992.18,delivered
SH-04712,Sensor-L,FedEx,Shanghai,Sydney,2023-09-07,2023-09-10,2023-09-12,79.3,1979.75,delivered
SH-04713,Part-Y,UPS,Tokyo,Sydney,2023-06-05,2023-06-24,2023-07-04,156.1,259.77,delivered
SH-04714,Assembly-Z,USPS,Shanghai,Singapore,2023-10-18,2023-11-15,2023-11-20,45.6,4037.97,delivered
SH-04715,Widget-A,UPS,Shanghai,New York,2023-09-03,2023-09-14,2023-09-19,356.8,3453.02,delivered
SH-04716,Sensor-L,UPS,London,Los Angeles,2024-02-02,2024-02-18,2024-02-18,262.3,1823.72,delivered
SH-04717,Widget-A,USPS,Tokyo,London,2023-11-22,2023-12-04,2023-12-04,227.1,4570.23,delivered
SH-04718,Motor-K,FedEx,London,Toronto,2024-01-23,2024-01-30,2024-01-30,52.5,24.14,delayed
SH-04719,Widget-A,Maersk,Tokyo,Toronto,2023-11-16,2023-12-05,2023-12-05,207.6,233.14,delivered
SH-04720,Sensor-L,FedEx,Berlin,Sydney,2024-11-06,2024-12-04,2024-12-04,295.8,3191.15,delivered
SH-04721,Part-Y,USPS,London,Singapore,2024-03-28,2024-04-08,2024-04-11,312.3,4546.44,delivered
SH-04722,Assembly-Z,FedEx,Shanghai,Sydney,2024-01-24,2024-02-22,2024-02-22,194.7,2465.66,delivered
SH-04723,Part-Y,UPS,Shanghai,Sydney,2024-07-11,2024-07-23,2024-07-23,174.9,4376.14,delivered
SH-04724,Part-Y,DHL,Berlin,Singapore,2024-11-30,2024-12-11,2024-12-11,127.5,4179.76,delivered
SH-04725,Widget-A,Blue Dart,Chicago,Toronto,2024-04-16,2024-04-21,2024-05-01,86.2,2586.31,delivered
SH-04726,Motor-K,Blue Dart,Tokyo,New York,2023-01-25,2023-02-02,2023-02-02,420.3,2177.1,delivered
SH-04727,Part-Y,UPS,Tokyo,Los Angeles,2023-04-07,2023-04-18,2023-04-20,388.2,2505.59,delivered
SH-04728,Motor-K,DHL,Berlin,Singapore,2023-03-24,2023-04-04,2023-04-05,405.3,865.96,delayed
SH-04729,Gadget-X,UPS,Shanghai,Toronto,2024-07-19,2024-08-13,2024-08-13,391.6,2545.61,delivered
SH-04730,Gadget-X,FedEx,Sao Paulo,Dubai,2024-11-18,2024-12-08,2024-12-08,429.8,3405.13,delivered
SH-04731,Widget-A,FedEx,London,Los Angeles,2023-05-23,2023-05-29,2023-05-30,208.8,2159.1,delivered
SH-04732,Valve-M,Blue Dart,Mumbai,Singapore,2023-12-09,2023-12-13,2023-12-13,68.4,3752.93,delivered
SH-04733,Assembly-Z,UPS,Shanghai,Los Angeles,2024-09-06,2024-09-11,2024-09-11,409.3,3444.68,delayed
SH-04734,Valve-M,DHL,Sao Paulo,Sydney,2023-06-22,2023-07-06,2023-07-06,407.1,3944.81,delivered
SH-04735,Assembly-Z,DHL,Shanghai,Toronto,2023-09-03,2023-09-23,2023-09-23,456.3,4744.81,in_transit
SH-04736,Sensor-L,DHL,Berlin,Los Angeles,2024-11-26,2024-12-25,2024-12-25,298.3,2965.48,delivered
SH-04737,Motor-K,Blue Dart,Sao Paulo,New York,2023-06-08,2023-07-07,2023-07-14,95.9,4926.92,in_transit
SH-04738,Widget-B,DHL,Sao Paulo,Sydney,2024-06-19,2024-07-05,2024-07-10,327.9,4150.0,delivered
SH-04739,Motor-K,FedEx,Berlin,New York,2024-08-27,2024-09-19,2024-09-19,377.1,1372.82,in_transit
SH-04740,Motor-K,USPS,Shanghai,Toronto,2024-11-18,2024-12-07,2024-12-08,157.8,2792.11,delivered
SH-04741,Widget-B,FedEx,Sao Paulo,New York,2023-08-05,2023-08-22,2023-08-23,241.9,1455.37,delivered
SH-04742,Widget-B,Blue Dart,Shanghai,Sydney,2024-04-26,2024-05-17,2024-05-24,62.9,4699.18,delivered
SH-04743,Motor-K,Maersk,Sao Paulo,Singapore,2023-01-11,2023-01-14,2023-01-14,444.9,3443.71,delivered
SH-04744,Part-Y,Maersk,Berlin,Toronto,2024-06-26,2024-07-11,2024-07-11,139.4,1901.13,delivered
SH-04745,Part-Y,Maersk,Chicago,Singapore,2024-01-22,2024-01-25,2024-01-26,29.5,1471.54,delivered
SH-04746,Widget-A,USPS,Shanghai,Dubai,2024-04-26,2024-05-07,2024-05-07,1.3,2190.24,delivered
SH-04747,Motor-K,UPS,London,Dubai,2024-08-31,2024-09-09,2024-09-11,339.4,2934.37,delivered
SH-04748,Part-Y,DHL,Shanghai,Sydney,2023-10-16,2023-10-19,2023-10-19,9.6,1988.68,delivered
SH-04749,Motor-K,UPS,Tokyo,Sydney,2024-12-26,2025-01-08,2025-01-09,209.7,1459.0,delivered
SH-04750,Sensor-L,UPS,Chicago,Sydney,2024-07-26,2024-07-30,2024-07-30,261.9,2307.77,delivered
SH-04751,Widget-B,UPS,Berlin,Los Angeles,2023-06-03,2023-06-14,2023-06-19,244.0,4433.73,in_transit
SH-04752,Part-Y,FedEx,Mumbai,Dubai,2023-06-10,2023-07-02,2023-07-04,381.6,1799.11,delivered
SH-04753,Widget-A,USPS,Tokyo,Dubai,2024-09-05,2024-09-19,2024-09-19,490.9,953.21,delivered
SH-04754,Part-Y,DHL,Tokyo,Toronto,2024-09-06,2024-10-04,2024-10-06,15.6,434.17,delivered
SH-04755,Assembly-Z,Maersk,Berlin,London,2024-09-26,2024-10-24,2024-10-27,363.9,1020.5,delivered
SH-04756,Assembly-Z,USPS,Sao Paulo,New York,2024-10-31,2024-11-17,2024-11-18,288.2,2093.8,delivered
SH-04757,Motor-K,Maersk,London,London,2024-06-30,2024-07-05,2024-07-08,287.7,4729.85,delivered
SH-04758,Widget-A,Blue Dart,Mumbai,Toronto,2023-08-27,2023-09-18,2023-09-18,343.7,120.87,delivered
SH-04759,Widget-B,FedEx,Sao Paulo,Toronto,2024-04-26,2024-05-05,2024-05-05,373.0,1477.29,in_transit
SH-04760,Motor-K,Maersk,Sao Paulo,Singapore,2023-04-23,2023-05-18,2023-05-23,139.3,1084.67,delivered
SH-04761,Widget-B,Blue Dart,Sao Paulo,Singapore,2024-04-30,2024-05-30,2024-06-06,396.6,2289.73,delivered
SH-04762,Widget-B,Maersk,Berlin,Dubai,2024-04-09,2024-05-07,2024-05-07,231.6,1169.52,delivered
SH-04763,Widget-B,FedEx,Berlin,Dubai,2023-09-11,2023-09-23,2023-10-03,429.6,2206.67,delivered
SH-04764,Widget-B,UPS,Chicago,London,2024-07-23,2024-08-17,2024-08-17,404.7,3475.78,delivered
SH-04765,Gadget-X,USPS,London,New York,2024-07-16,2024-08-14,2024-08-14,83.5,2460.36,in_transit
SH-04766,Motor-K,Blue Dart,Mumbai,London,2024-07-29,2024-08-20,2024-08-25,288.9,3373.75,in_transit
SH-04767,Assembly-Z,FedEx,Tokyo,Singapore,2023-03-07,2023-03-29,2023-03-29,174.2,4996.95,delivered
SH-04768,Part-Y,FedEx,Tokyo,Toronto,2023-12-09,2023-12-23,2023-12-23,139.4,2286.83,delivered
SH-04769,Motor-K,DHL,Sao Paulo,Sydney,2024-03-02,2024-03-11,2024-03-11,485.5,123.67,in_transit
SH-04770,Assembly-Z,DHL,Sao Paulo,Singapore,2023-05-07,2023-05-23,2023-06-02,461.0,490.96,delayed
SH-04771,Assembly-Z,FedEx,London,Sydney,2023-11-09,2023-11-12,2023-11-12,185.1,240.0,delivered
SH-04772,Sensor-L,DHL,London,New York,2023-09-02,2023-09-29,2023-09-29,222.5,4959.38,delivered
SH-04773,Gadget-X,UPS,Tokyo,Dubai,2024-05-12,2024-05-20,2024-05-23,251.9,4493.4,delivered
SH-04774,Assembly-Z,DHL,Sao Paulo,Singapore,2023-11-09,2023-11-16,2023-11-17,243.0,4116.82,delivered
SH-04775,Valve-M,Blue Dart,Mumbai,Toronto,2024-09-05,2024-09-12,2024-09-12,205.8,3160.88,delivered
SH-04776,Valve-M,USPS,Tokyo,Singapore,2023-11-26,2023-12-07,2023-12-08,483.8,1228.29,delivered
SH-04777,Motor-K,UPS,Sao Paulo,Singapore,2024-11-13,2024-12-01,2024-12-01,348.1,1782.71,delivered
SH-04778,Valve-M,Maersk,Shanghai,Dubai,2024-08-27,2024-08-31,2024-09-10,162.2,3577.86,delivered
SH-04779,Valve-M,DHL,Mumbai,Singapore,2023-01-03,2023-01-30,2023-02-04,10.5,320.42,delivered
SH-04780,Widget-A,DHL,Shanghai,Los Angeles,2023-06-11,2023-06-25,2023-06-25,450.2,2053.91,delivered
SH-04781,Motor-K,UPS,Chicago,Toronto,2024-02-11,2024-03-12,2024-03-13,499.8,2197.53,delivered
SH-04782,Widget-B,Maersk,Chicago,Los Angeles,2023-06-09,2023-06-26,2023-06-29,370.8,1639.09,delivered
SH-04783,Gadget-X,Blue Dart,Chicago,Los Angeles,2024-02-25,2024-03-26,2024-04-05,285.0,3043.34,delivered
SH-04784,Widget-B,Maersk,Tokyo,Sydney,2023-01-25,2023-02-19,2023-02-19,231.2,690.43,delivered
SH-04785,Gadget-X,Blue Dart,Berlin,London,2023-06-21,2023-07-21,2023-07-22,123.7,373.24,delivered
SH-04786,Motor-K,USPS,Berlin,Sydney,2024-10-17,2024-10-27,2024-10-30,136.7,2420.22,delivered
SH-04787,Sensor-L,Maersk,Sao Paulo,Los Angeles,2023-12-10,2023-12-26,2023-12-26,490.6,238.34,delivered
SH-04788,Sensor-L,Blue Dart,Shanghai,London,2023-07-29,2023-08-14,2023-08-17,355.2,3519.14,delivered
SH-04789,Widget-B,UPS,Berlin,New York,2023-02-03,2023-02-27,2023-02-27,350.9,4356.18,delivered
SH-04790,Gadget-X,Blue Dart,Shanghai,Toronto,2024-04-27,2024-05-07,2024-05-07,407.1,2168.32,delivered
SH-04791,Assembly-Z,Blue Dart,Shanghai,London,2024-03-25,2024-04-10,2024-04-10,117.5,3180.1,delivered
SH-04792,Sensor-L,USPS,Berlin,Los Angeles,2023-10-12,2023-10-20,2023-10-25,167.8,3510.86,delivered
SH-04793,Valve-M,USPS,Tokyo,New York,2024-05-27,2024-06-22,2024-06-22,183.2,4448.99,delivered
SH-04794,Valve-M,UPS,Mumbai,New York,2023-09-03,2023-09-22,2023-09-22,112.2,3882.2,delivered
SH-04795,Sensor-L,DHL,Berlin,London,2024-03-30,2024-04-29,2024-05-01,416.2,679.91,in_transit
SH-04796,Valve-M,FedEx,Tokyo,London,2023-04-23,2023-05-06,2023-05-06,333.0,4909.16,delivered
SH-04797,Motor-K,FedEx,Sao Paulo,Sydney,2023-01-09,2023-01-23,2023-01-23,266.0,4449.08,delayed
SH-04798,Part-Y,DHL,Tokyo,Dubai,2023-10-01,2023-10-13,2023-10-13,291.5,4256.56,delivered
SH-04799,Gadget-X,DHL,Sao Paulo,Sydney,2024-12-16,2025-01-05,2025-01-08,298.6,4373.17,delivered
SH-04800,Widget-A,Maersk,Tokyo,Los Angeles,2023-09-10,2023-09-23,2023-09-23,167.7,1739.0,delivered
SH-04801,Valve-M,Blue Dart,Berlin,New York,2024-01-10,2024-01-15,2024-01-16,433.1,1015.77,delayed
SH-04802,Part-Y,FedEx,London,Los Angeles,2024-06-17,2024-06-28,2024-07-01,227.4,1001.46,delivered
SH-04803,Widget-A,Blue Dart,Shanghai,Dubai,2023-09-15,2023-10-13,2023-10-13,496.8,2124.21,in_transit
SH-04804,Sensor-L,FedEx,Chicago,London,2023-06-13,2023-06-19,2023-06-19,341.8,398.57,delivered
SH-04805,Motor-K,UPS,Mumbai,Toronto,2023-06-02,2023-06-27,2023-07-07,71.0,4236.56,delivered
SH-04806,Widget-B,FedEx,Shanghai,London,2023-09-25,2023-10-22,2023-10-23,264.2,554.08,delivered
SH-04807,Assembly-Z,FedEx,London,Toronto,2024-08-19,2024-09-14,2024-09-15,278.0,4400.41,delivered
SH-04808,Assembly-Z,USPS,Tokyo,Toronto,2024-11-05,2024-11-16,2024-11-16,458.7,3244.69,delivered
SH-04809,Widget-B,Maersk,London,Dubai,2023-05-03,2023-05-31,2023-05-31,125.2,3643.22,delivered
SH-04810,Widget-A,DHL,London,Singapore,2024-06-17,2024-07-17,2024-07-17,454.6,2546.72,delivered
SH-04811,Part-Y,UPS,Berlin,Singapore,2024-07-13,2024-07-19,2024-07-19,419.8,1709.48,delivered
SH-04812,Widget-A,DHL,Chicago,Singapore,2023-02-04,2023-02-24,2023-03-03,111.1,4786.62,delivered
SH-04813,Widget-A,Blue Dart,Mumbai,New York,2024-06-14,2024-07-10,2024-07-15,389.1,4998.26,delivered
SH-04814,Assembly-Z,Maersk,Shanghai,Los Angeles,2023-04-10,2023-04-26,2023-05-03,480.4,389.31,delivered
SH-04815,Assembly-Z,UPS,Sao Paulo,New York,2023-10-25,2023-11-10,2023-11-11,74.9,3431.83,delivered
SH-04816,Sensor-L,UPS,Shanghai,Sydney,2023-12-22,2024-01-12,2024-01-14,409.2,1348.37,delivered
SH-04817,Motor-K,USPS,Shanghai,Toronto,2024-06-05,2024-07-04,2024-07-06,86.5,37.43,delivered
SH-04818,Part-Y,FedEx,Tokyo,Toronto,2024-08-15,2024-08-22,2024-08-22,130.2,2172.19,delivered
SH-04819,Widget-B,Maersk,Chicago,London,2024-03-03,2024-03-27,2024-03-27,245.7,4305.2,delivered
SH-04820,Widget-A,DHL,Sao Paulo,Dubai,2024-06-08,2024-07-01,2024-07-01,173.0,300.84,delivered
SH-04821,Assembly-Z,Blue Dart,Shanghai,Sydney,2023-08-29,2023-09-17,2023-09-20,135.7,211.73,delivered
SH-04822,Motor-K,UPS,London,Los Angeles,2024-01-30,2024-02-06,2024-02-13,384.5,4237.39,delayed
SH-04823,Valve-M,Maersk,Berlin,New York,2023-01-24,2023-02-11,2023-02-11,458.5,2074.91,delivered
SH-04824,Motor-K,Maersk,Berlin,London,2023-08-11,2023-09-04,2023-09-07,272.3,606.07,delivered
SH-04825,Part-Y,USPS,Mumbai,London,2023-01-14,2023-02-08,2023-02-08,442.3,195.14,in_transit
SH-04826,Gadget-X,Blue Dart,Tokyo,Sydney,2023-08-13,2023-08-27,2023-08-27,257.7,1774.06,delivered
SH-04827,Gadget-X,FedEx,Chicago,Dubai,2024-07-12,2024-07-31,2024-07-31,191.8,1913.74,delayed
SH-04828,Sensor-L,UPS,Chicago,Sydney,2023-07-20,2023-07-28,2023-07-28,344.3,707.2,delayed
SH-04829,Gadget-X,Maersk,Berlin,Los Angeles,2024-02-29,2024-03-20,2024-03-20,452.9,626.99,delivered
SH-04830,Motor-K,DHL,Tokyo,Sydney,2023-07-30,2023-08-21,2023-08-28,417.6,4108.64,delayed
SH-04831,Widget-A,FedEx,London,Sydney,2023-02-03,2023-02-11,2023-02-21,248.8,3394.55,delivered
SH-04832,Assembly-Z,DHL,London,New York,2023-01-28,2023-02-13,2023-02-13,67.2,1942.07,delayed
SH-04833,Part-Y,DHL,Tokyo,Los Angeles,2024-08-08,2024-08-20,2024-08-20,139.1,4969.99,delivered
SH-04834,Widget-B,FedEx,Tokyo,Los Angeles,2024-10-19,2024-10-31,2024-11-07,93.5,1203.09,delivered
SH-04835,Sensor-L,Maersk,London,Dubai,2024-12-18,2024-12-24,2024-12-26,318.8,4443.85,delivered
SH-04836,Valve-M,Maersk,Tokyo,Singapore,2024-03-08,2024-03-31,2024-04-01,68.3,272.92,delivered
SH-04837,Assembly-Z,FedEx,Sao Paulo,Los Angeles,2023-04-10,2023-04-15,2023-04-20,254.9,1245.79,delivered
SH-04838,Sensor-L,FedEx,London,New York,2024-04-24,2024-05-24,2024-05-26,321.4,2243.12,delivered
SH-04839,Motor-K,Blue Dart,Mumbai,Los Angeles,2024-12-29,2025-01-16,2025-01-26,433.3,3738.67,delayed
SH-04840,Part-Y,USPS,Mumbai,Dubai,2023-10-17,2023-10-24,2023-10-24,65.3,1329.43,delivered
SH-04841,Valve-M,UPS,Chicago,Sydney,2024-01-04,2024-01-31,2024-02-01,126.5,2237.82,delivered
SH-04842,Motor-K,UPS,Shanghai,New York,2023-12-14,2023-12-18,2023-12-18,467.9,1420.64,delivered
SH-04843,Sensor-L,UPS,Sao Paulo,Los Angeles,2023-11-13,2023-11-29,2023-11-29,291.4,1990.24,delivered
SH-04844,Assembly-Z,UPS,London,Toronto,2024-07-01,2024-07-19,2024-07-21,8.4,3744.17,in_transit
SH-04845,Part-Y,DHL,Tokyo,Dubai,2024-11-14,2024-11-26,2024-11-27,395.9,1565.7,delivered
SH-04846,Part-Y,Blue Dart,Sao Paulo,Los Angeles,2024-05-01,2024-05-05,2024-05-05,263.3,1218.11,delayed
SH-04847,Motor-K,DHL,Chicago,New York,2024-10-22,2024-11-14,2024-11-14,426.2,3567.75,delivered
SH-04848,Assembly-Z,Maersk,Tokyo,Sydney,2024-12-21,2025-01-13,2025-01-14,322.6,2633.82,delayed
SH-04849,Sensor-L,UPS,Tokyo,Sydney,2023-03-11,2023-03-30,2023-04-09,373.3,405.97,delayed
SH-04850,Assembly-Z,Blue Dart,Berlin,Toronto,2023-08-19,2023-09-18,2023-09-21,293.1,3525.75,delivered
SH-04851,Motor-K,Blue Dart,Chicago,Los Angeles,2023-03-08,2023-03-14,2023-03-21,115.2,3168.3,in_transit
SH-04852,Assembly-Z,Maersk,Mumbai,Sydney,2024-10-07,2024-10-11,2024-10-11,244.0,2121.26,delayed
SH-04853,Sensor-L,DHL,Berlin,Toronto,2024-02-15,2024-03-10,2024-03-10,480.0,4719.12,in_transit
SH-04854,Widget-B,Blue Dart,Chicago,Dubai,2024-05-20,2024-06-13,2024-06-14,313.7,781.2,delayed
SH-04855,Widget-B,FedEx,London,New York,2023-05-19,2023-05-22,2023-05-22,49.2,1288.78,in_transit
SH-04856,Widget-A,Maersk,Mumbai,London,2024-05-31,2024-06-29,2024-06-29,43.4,2449.89,delivered
SH-04857,Widget-A,USPS,Tokyo,Sydney,2024-08-23,2024-09-05,2024-09-05,222.9,3167.85,delivered
SH-04858,Widget-A,FedEx,Tokyo,London,2024-11-17,2024-12-15,2024-12-15,315.8,1774.89,in_transit
SH-04859,Gadget-X,Blue Dart,Mumbai,Sydney,2024-12-12,2024-12-30,2024-12-30,429.0,4500.54,delivered
SH-04860,Sensor-L,Maersk,Berlin,Singapore,2023-10-28,2023-11-23,2023-11-30,329.8,3101.5,delayed
SH-04861,Widget-B,Maersk,Shanghai,Dubai,2024-06-12,2024-06-21,2024-06-21,232.6,3718.57,delivered
SH-04862,Assembly-Z,UPS,London,Los Angeles,2023-03-07,2023-03-15,2023-03-20,164.1,4723.57,delivered
SH-04863,Valve-M,Maersk,Chicago,Los Angeles,2024-04-19,2024-05-03,2024-05-08,125.7,3615.09,delivered
SH-04864,Valve-M,DHL,Shanghai,Los Angeles,2023-05-14,2023-05-29,2023-06-08,333.0,60.24,delivered
SH-04865,Widget-B,DHL,Shanghai,Sydney,2024-12-26,2025-01-18,2025-01-21,456.3,388.94,delivered
SH-04866,Widget-A,Maersk,Shanghai,Singapore,2024-12-03,2024-12-26,2024-12-26,495.6,2987.7,in_transit
SH-04867,Sensor-L,Blue Dart,Chicago,Dubai,2024-05-07,2024-06-05,2024-06-05,381.6,4165.14,delivered
SH-04868,Valve-M,FedEx,London,Los Angeles,2023-10-07,2023-10-25,2023-10-25,145.3,1162.86,delivered
SH-04869,Widget-A,UPS,Mumbai,London,2024-02-04,2024-02-20,2024-02-22,378.7,1943.48,delivered
SH-04870,Motor-K,DHL,Sao Paulo,Sydney,2024-08-09,2024-08-23,2024-08-30,364.0,4448.93,delivered
SH-04871,Valve-M,USPS,London,New York,2024-05-16,2024-05-25,2024-05-25,373.2,3311.01,delivered
SH-04872,Assembly-Z,Maersk,London,Sydney,2023-06-30,2023-07-19,2023-07-26,134.4,3634.22,delivered
SH-04873,Widget-B,DHL,Sao Paulo,Singapore,2024-11-25,2024-11-30,2024-11-30,319.7,3043.36,delivered
SH-04874,Widget-B,USPS,Chicago,Los Angeles,2024-11-03,2024-11-18,2024-11-23,430.4,4583.89,delivered
SH-04875,Assembly-Z,UPS,Sao Paulo,Toronto,2023-12-08,2023-12-23,2023-12-30,381.1,2921.6,delivered
SH-04876,Sensor-L,Maersk,Mumbai,New York,2023-03-07,2023-03-30,2023-04-02,31.3,1978.42,delivered
SH-04877,Widget-A,DHL,Tokyo,New York,2024-02-04,2024-02-11,2024-02-18,194.7,296.58,delivered
SH-04878,Assembly-Z,USPS,Shanghai,New York,2024-06-06,2024-06-23,2024-06-30,102.6,3275.37,delivered
SH-04879,Part-Y,USPS,Chicago,London,2023-07-20,2023-08-19,2023-08-26,465.5,2421.41,delivered
SH-04880,Motor-K,USPS,Tokyo,Dubai,2024-10-05,2024-10-13,2024-10-23,196.6,2312.14,delayed
SH-04881,Assembly-Z,USPS,Sao Paulo,Dubai,2024-12-14,2024-12-18,2024-12-18,357.3,199.11,delivered
SH-04882,Sensor-L,USPS,London,Dubai,2023-04-02,2023-04-10,2023-04-17,465.3,1638.41,delayed
SH-04883,Widget-A,FedEx,Tokyo,Los Angeles,2024-12-21,2025-01-10,2025-01-10,287.2,1096.2,delivered
SH-04884,Gadget-X,Maersk,Sao Paulo,Dubai,2024-12-13,2025-01-11,2025-01-11,97.9,4079.62,delivered
SH-04885,Part-Y,Maersk,London,Dubai,2024-03-06,2024-03-09,2024-03-09,422.2,1446.33,delivered
SH-04886,Gadget-X,Blue Dart,Sao Paulo,New York,2024-01-04,2024-01-22,2024-01-23,263.4,876.32,delivered
SH-04887,Motor-K,Maersk,London,New York,2024-10-02,2024-10-25,2024-10-25,236.7,3337.17,delivered
SH-04888,Gadget-X,UPS,Mumbai,Singapore,2024-01-09,2024-01-22,2024-01-24,184.6,4416.31,delayed
SH-04889,Valve-M,Blue Dart,Shanghai,Toronto,2024-12-08,2024-12-28,2024-12-28,494.2,2194.34,in_transit
SH-04890,Gadget-X,USPS,London,Toronto,2023-01-06,2023-02-03,2023-02-08,356.9,3047.64,delivered
SH-04891,Gadget-X,USPS,London,Sydney,2023-08-17,2023-09-14,2023-09-14,263.8,2496.8,delivered
SH-04892,Sensor-L,DHL,Chicago,Los Angeles,2024-01-19,2024-02-14,2024-02-14,205.6,3325.98,delivered
SH-04893,Motor-K,DHL,Shanghai,Sydney,2024-05-25,2024-06-05,2024-06-05,342.4,4485.88,delivered
SH-04894,Widget-B,USPS,Berlin,Singapore,2023-09-09,2023-09-15,2023-09-25,342.3,2638.78,delivered
SH-04895,Sensor-L,Blue Dart,Berlin,Toronto,2023-02-20,2023-03-12,2023-03-13,467.8,1762.84,delivered
